"ONTOLOGY","TERM","N","DE","P.DE","FDR"
"BP","entry into host cell by a symbiont-containing vacuole",1,0,1.00000000001819,1
"BP","membrane repolarization during action potential",34,0,1,1
"BP","membrane repolarization during cardiac muscle cell action potential",29,0,1,1
"BP","SA node cell to atrial cardiac muscle cell communication by electrical coupling",2,0,1.00000000002083,1
"BP","adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process",1,0,0.999999999988478,1
"BP","regulation of cardiac muscle cell membrane potential",7,0,1,1
"BP","atrial cardiac muscle cell to AV node cell communication by electrical coupling",1,0,0.999999999990157,1
"BP","membrane repolarization during bundle of His cell action potential",1,0,1.00000000001226,1
"BP","membrane repolarization during SA node cell action potential",1,0,1.00000000001226,1
"BP","AV node cell to bundle of His cell communication by electrical coupling",3,0,1.00000000002204,1
"BP","bundle of His cell to Purkinje myocyte communication by electrical coupling",2,0,1.00000000001232,1
"BP","Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling",1,0,0.999999999990157,1
"BP","AV node cell-bundle of His cell adhesion involved in cell communication",1,0,0.999999999982539,1
"BP","regulation of the force of heart contraction by cardiac conduction",2,0,1.00000000002678,1
"BP","phospholipase C-activating angiotensin-activated signaling pathway",3,0,1.00000000004054,1
"BP","angiotensin-activated signaling pathway involved in heart process",2,0,1.00000000000106,1
"BP","endothelin receptor signaling pathway",12,0,1,1
"BP","endothelin receptor signaling pathway involved in heart process",3,0,0.999999999985202,1
"BP","G protein-coupled receptor signaling pathway involved in heart process",7,0,1,1
"BP","L-histidine transmembrane export from vacuole",1,0,0.999999999915405,1
"BP","L-histidine transmembrane transport",6,0,1.00000000001757,1
"BP","primitive streak formation",11,0,1,1
"BP","positive regulation of neutrophil chemotaxis",24,0,1,1
"BP","negative regulation of neutrophil chemotaxis",5,0,1.00000000003322,1
"BP","negative regulation of monocyte chemotaxis",7,0,1,1
"BP","positive regulation of steroid hormone biosynthetic process",5,0,1.00000000001093,1
"BP","regulation of chaperone-mediated protein complex assembly",1,0,0.999999999992565,1
"BP","positive regulation of chaperone-mediated protein complex assembly",1,0,0.999999999992565,1
"BP","regulation of protein kinase C signaling",5,0,1.00000000002378,1
"BP","positive regulation of protein kinase C signaling",3,0,0.999999999989896,1
"BP","negative regulation of protein kinase C signaling",1,0,0.999999999970054,1
"BP","tubulin deacetylation",10,0,1,1
"BP","regulation of tubulin deacetylation",7,0,1,1
"BP","positive regulation of deacetylase activity",1,0,1.00000000003134,1
"BP","positive regulation of cell migration involved in sprouting angiogenesis",37,0,1,1
"BP","positive regulation of microtubule nucleation",8,0,1,1
"BP","regulation of thalamus size",1,0,1.00000000000607,1
"BP","regulation of ribosome biogenesis",6,0,1.00000000004293,1
"BP","positive regulation of ribosome biogenesis",1,0,1.00000000002557,1
"BP","negative regulation of ribosome biogenesis",4,0,1.00000000000869,1
"BP","negative regulation of protein homodimerization activity",1,0,0.999999999990732,1
"BP","relaxation of skeletal muscle",2,0,1.0000000000434,1
"BP","positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway",5,0,1.00000000004334,1
"BP","negative regulation of inclusion body assembly",14,0,1,1
"BP","regulation of oligopeptide transport",2,0,1.00000000002051,1
"BP","regulation of dipeptide transport",2,0,1.00000000002051,1
"BP","metanephric cap mesenchymal cell proliferation involved in metanephros development",2,0,1.00000000004575,1
"BP","regulation of metanephric cap mesenchymal cell proliferation",1,0,0.999999999951935,1
"BP","positive regulation of metanephric cap mesenchymal cell proliferation",1,0,0.999999999951935,1
"BP","pancreatic epsilon cell differentiation",1,0,1.00000000001596,1
"BP","regulation of high-density lipoprotein particle assembly",4,0,1.00000000007187,1
"BP","positive regulation of high-density lipoprotein particle assembly",2,0,1.000000000009,1
"BP","endosome to lysosome transport of low-density lipoprotein particle",2,0,1.00000000005063,1
"BP","cholesterol ester hydrolysis involved in cholesterol transport",1,0,0.999999999966309,1
"BP","protein-containing complex assembly involved in synapse maturation",1,0,0.999999999986111,1
"BP","regulation of synapse maturation",28,0,1,1
"BP","positive regulation of synapse maturation",8,0,1,1
"BP","mesenchyme migration",5,0,1.00000000005402,1
"BP","mesendoderm migration",2,0,1.00000000003519,1
"BP","cell migration involved in mesendoderm migration",2,0,1.00000000003519,1
"BP","actin filament branching",1,0,1.00000000002105,1
"BP","regulation of actin cytoskeleton organization by cell-cell adhesion",1,0,0.999999999992736,1
"BP","regulation of mitochondrial fission",31,0,1,1
"BP","positive regulation of mitochondrial fission",22,0,1,1
"BP","mitochondrial membrane fission",2,0,1.00000000002157,1
"BP","regulation of sphingolipid biosynthetic process",15,0,1,1
"BP","positive regulation of sphingolipid biosynthetic process",7,0,1,1
"BP","negative regulation of sphingolipid biosynthetic process",6,0,1.00000000000173,1
"BP","intracellular sphingolipid homeostasis",5,0,0.99999999998185,1
"BP","endoplasmic reticulum membrane organization",17,0,1,1
"BP","Golgi to lysosome transport",11,0,1,1
"BP","Golgi ribbon formation",11,0,1,1
"BP","asymmetric Golgi ribbon formation",2,0,1.00000000000585,1
"BP","Golgi disassembly",6,0,1.00000000005067,1
"BP","regulation of Golgi inheritance",4,0,1.00000000001365,1
"BP","chondrocyte morphogenesis",1,0,0.999999999993284,1
"BP","regulation of establishment of planar polarity",7,0,1,1
"BP","microtubule cytoskeleton organization involved in establishment of planar polarity",3,0,1.00000000002433,1
"BP","establishment of planar polarity involved in neural tube closure",3,0,1.00000000001056,1
"BP","regulation of establishment of planar polarity involved in neural tube closure",1,0,1.00000000002002,1
"BP","regulation of secretion of lysosomal enzymes",2,0,1.00000000000152,1
"BP","positive regulation of kidney development",10,0,1,1
"BP","regulation of pancreatic juice secretion",7,0,1,1
"BP","positive regulation of pancreatic juice secretion",2,0,1.0000000000292,1
"BP","negative regulation of pancreatic juice secretion",5,0,0.999999999983131,1
"BP","regulation of branching involved in ureteric bud morphogenesis",21,0,1,1
"BP","positive regulation of branching involved in ureteric bud morphogenesis",18,0,1,1
"BP","negative regulation of branching involved in ureteric bud morphogenesis",2,0,1.00000000002535,1
"BP","regulation of glomerulus development",6,0,1.00000000003032,1
"BP","positive regulation of glomerulus development",5,0,1.00000000002566,1
"BP","negative regulation of glomerulus development",1,0,1.00000000000473,1
"BP","protein localization to nuclear pore",3,0,1.00000000006025,1
"BP","positive regulation of triglyceride metabolic process",23,0,1,1
"BP","negative regulation of triglyceride metabolic process",16,0,1,1
"BP","negative regulation of establishment of blood-brain barrier",1,0,0.999999999962181,1
"BP","positive regulation of lipid kinase activity",1,0,0.999999999982925,1
"BP","chromosome localization to nuclear envelope involved in homologous chromosome segregation",11,0,1,1
"BP","centrosome-templated microtubule nucleation",2,0,1.00000000004246,1
"BP","regulation of centromere complex assembly",6,0,1.00000000002345,1
"BP","negative regulation of spindle checkpoint",5,0,1.00000000002393,1
"BP","regulation of kinetochore assembly",3,0,0.99999999999964,1
"BP","regulation of metaphase plate congression",15,0,1,1
"BP","regulation of arachidonate secretion",6,0,1.00000000000652,1
"BP","positive regulation of arachidonate secretion",5,0,1.0000000000404,1
"BP","Wnt signaling pathway involved in somitogenesis",3,0,1.00000000004649,1
"BP","axis elongation involved in somitogenesis",5,0,1.000000000043,1
"BP","convergent extension involved in somitogenesis",1,0,0.999999999929932,1
"BP","cell migration involved in somitogenic axis elongation",2,0,1.00000000003238,1
"BP","regulation of cell migration involved in somitogenic axis elongation",2,0,1.00000000003238,1
"BP","protein localization involved in establishment of planar polarity",2,0,1.00000000004365,1
"BP","negative regulation of mitochondrial fission",5,0,1.00000000003384,1
"BP","regulation of retinal ganglion cell axon guidance",4,0,0.999999999994316,1
"BP","negative regulation of retinal ganglion cell axon guidance",2,0,1.00000000001347,1
"BP","positive regulation of inclusion body assembly",5,0,0.999999999976466,1
"BP","regulation of transcription-coupled nucleotide-excision repair",1,0,0.999999999997815,1
"BP","regulation of immune complex clearance by monocytes and macrophages",2,0,1.00000000001906,1
"BP","positive regulation of immune complex clearance by monocytes and macrophages",2,0,1.00000000001906,1
"BP","fibroblast growth factor production",10,0,1,1
"BP","regulation of fibroblast growth factor production",10,0,1,1
"BP","positive regulation of fibroblast growth factor production",4,0,0.999999999985573,1
"BP","negative regulation of fibroblast growth factor production",6,0,1.00000000003014,1
"BP","regulation of somatostatin secretion",2,0,1.00000000001169,1
"BP","positive regulation of somatostatin secretion",1,0,0.999999999975904,1
"BP","negative regulation of somatostatin secretion",1,0,0.999999999962722,1
"BP","positive regulation of calcium ion import",26,0,1,1
"BP","negative regulation of calcium ion import",16,0,1,1
"BP","regulation of osteoclast proliferation",7,0,1,1
"BP","positive regulation of osteoclast proliferation",4,0,0.999999999990454,1
"BP","negative regulation of osteoclast proliferation",3,0,1.00000000000687,1
"BP","nuclear matrix anchoring at nuclear membrane",3,0,1.00000000002482,1
"BP","regulation of mitochondrial DNA replication",4,0,1.00000000002487,1
"BP","positive regulation of mitochondrial DNA replication",2,0,1.00000000002257,1
"BP","negative regulation of mitochondrial DNA replication",1,0,0.999999999987812,1
"BP","regulation of neural crest formation",1,0,0.999999999982918,1
"BP","negative regulation of neural crest formation",1,0,0.999999999982918,1
"BP","meiotic spindle assembly",15,0,1,1
"BP","negative regulation of DNA methylation-dependent heterochromatin formation",2,0,1.00000000004484,1
"BP","regulation of protein deacetylation",11,0,1,1
"BP","positive regulation of protein deacetylation",3,0,0.999999999980951,1
"BP","negative regulation of protein targeting to membrane",6,0,1.00000000005278,1
"BP","regulation of chylomicron remodeling",3,0,1.00000000001523,1
"BP","positive regulation of chylomicron remodeling",1,0,1.00000000002378,1
"BP","regulation of chylomicron remnant clearance",1,0,1.00000000002378,1
"BP","positive regulation of chylomicron remnant clearance",1,0,1.00000000002378,1
"BP","prostaglandin secretion involved in immune response",1,0,1.00000000001652,1
"BP","negative regulation of oxidative phosphorylation",9,0,1,1
"BP","positive regulation of locomotion involved in locomotory behavior",2,0,0.999999999990949,1
"BP","negative regulation of locomotion involved in locomotory behavior",2,0,1.00000000007975,1
"BP","regulation of platelet aggregation",31,0,1,1
"BP","negative regulation of platelet aggregation",11,0,1,1
"BP","regulation of brown fat cell differentiation",25,0,1,1
"BP","positive regulation of brown fat cell differentiation",16,0,1,1
"BP","positive regulation of secretion of lysosomal enzymes",1,0,1.00000000007331,1
"BP","negative regulation of secretion of lysosomal enzymes",1,0,0.999999999969756,1
"BP","organohalogen metabolic process",4,0,1.00000000000795,1
"BP","organofluorine metabolic process",3,0,0.999999999977023,1
"BP","regulation of organohalogen metabolic process",1,0,0.999999999997577,1
"BP","regulation of organofluorine metabolic process",1,0,0.999999999997577,1
"BP","negative regulation of organohalogen metabolic process",1,0,0.999999999997577,1
"BP","negative regulation of organofluorine metabolic process",1,0,0.999999999997577,1
"BP","regulation of L-tryptophan metabolic process",1,0,0.999999999977113,1
"BP","platelet-derived growth factor production",3,0,1.00000000003924,1
"BP","regulation of platelet-derived growth factor production",3,0,1.00000000003924,1
"BP","positive regulation of platelet-derived growth factor production",2,0,1.00000000004199,1
"BP","regulation of proteasome assembly",1,0,0.999999999992896,1
"BP","regulation of mRNA modification",1,0,1.00000000004627,1
"BP","negative regulation of mRNA modification",1,0,1.00000000004627,1
"BP","regulation of ornithine metabolic process",1,0,1.0000000000358,1
"BP","negative regulation of cholesterol efflux",26,0,1,1
"BP","phagosome-lysosome docking",1,0,1.00000000000709,1
"BP","negative regulation of excitatory postsynaptic potential",12,0,1,1
"BP","replicative senescence",17,0,1,1
"BP","stress-induced premature senescence",8,0,1,1
"BP","oncogene-induced cell senescence",7,0,1,1
"BP","oxidative stress-induced premature senescence",4,0,0.999999999989459,1
"BP","malonate catabolic process",1,0,0.999999999994888,1
"BP","acinar cell differentiation",5,0,1.0000000000091,1
"BP","activation of meiosis",6,0,1.00000000002632,1
"BP","intracellular aspartate homeostasis",1,0,0.999999999979249,1
"BP","intracellular glutamate homeostasis",6,0,1.0000000000235,1
"BP","dibasic protein processing",1,0,1.0000000000089,1
"BP","purine nucleotide-sugar transmembrane transport",2,0,1.00000000001278,1
"BP","endocardial cushion to mesenchymal transition",4,0,0.999999999995018,1
"BP","sphingolipid mediated signaling pathway",21,0,1,1
"BP","podocyte cell migration",7,0,1,1
"BP","establishment of endothelial intestinal barrier",11,0,1,1
"BP","DNA synthesis involved in DNA replication",3,0,1.00000000000759,1
"BP","male anatomical structure morphogenesis",4,0,0.999999999987358,1
"BP","enucleation",6,0,1.00000000002301,1
"BP","mitochondrial mRNA processing",2,0,1.0000000000361,1
"BP","mitochondrial mRNA 3'-end processing",1,0,0.99999999999636,1
"BP","siRNA-mediated gene silencing by mRNA destabilization",1,0,0.999999999994026,1
"BP","microglial cell mediated cytotoxicity",5,0,1.00000000002084,1
"BP","mitochondrial tRNA processing",14,0,1,1
"BP","response to environmental enrichment",2,0,1.0000000000211,1
"BP","response to oxygen-glucose deprivation",11,0,1,1
"BP","cellular response to oxygen-glucose deprivation",4,0,0.999999999993734,1
"BP","cerebrospinal fluid circulation",18,0,1,1
"BP","galanin-activated signaling pathway",2,0,1.00000000002055,1
"BP","scaRNA localization to Cajal body",5,0,1.0000000000116,1
"BP","endothelial cell-matrix adhesion",11,0,1,1
"BP","endothelial cell-matrix adhesion via fibronectin",9,0,1,1
"BP","intermicrovillar adhesion",2,0,1.00000000002283,1
"BP","calcium ion transmembrane transport via low voltage-gated calcium channel",1,0,1.00000000000414,1
"BP","reversible differentiation",12,0,1,1
"BP","cell dedifferentiation involved in phenotypic switching",6,0,1.00000000002924,1
"BP","cell differentiation involved in phenotypic switching",5,0,1.00000000001005,1
"BP","adaptive immune memory response",5,0,1.00000000000416,1
"BP","adaptive immune memory response involving T cells and B cells",3,0,1.0000000000199,1
"BP","primary adaptive immune response",1,0,0.999999999974785,1
"BP","primary adaptive immune response involving T cells and B cells",1,0,0.999999999974785,1
"BP","cellular response to very-low-density lipoprotein particle stimulus",1,0,0.999999999967328,1
"BP","DNA repair complex assembly",5,0,1.0000000000291,1
"BP","glycolysis from storage polysaccharide through glucose-1-phosphate",1,0,1.00000000000499,1
"BP","eukaryotic translation initiation factor 4F complex assembly",3,0,1.00000000001553,1
"BP","cellular response to granulocyte macrophage colony-stimulating factor stimulus",12,0,1,1
"BP","response to granulocyte macrophage colony-stimulating factor",12,0,1,1
"BP","renal protein absorption",8,0,1,1
"BP","renal albumin absorption",5,0,0.999999999997989,1
"BP","lymphocyte migration into lymph node",4,0,0.999999999998364,1
"BP","dendritic cell dendrite assembly",3,0,0.999999999992389,1
"BP","mature conventional dendritic cell differentiation",4,0,1.00000000001264,1
"BP","regulation of plasma membrane sterol distribution",1,0,0.999999999974699,1
"BP","heme export",3,0,0.999999999979402,1
"BP","protein linear polyubiquitination",8,0,1,1
"BP","phosphatidylserine exposure on blood platelet",1,0,1.00000000002265,1
"BP","dendritic cell apoptotic process",12,0,1,1
"BP","establishment of protein localization to endoplasmic reticulum membrane",3,0,0.999999999966329,1
"BP","L-kynurenine metabolic process",5,0,1.00000000002834,1
"BP","L-kynurenine catabolic process",4,0,0.999999999997987,1
"BP","L-glutamate biosynthetic process",1,0,1.00000000002787,1
"BP","agmatine biosynthetic process",2,0,1.00000000000752,1
"BP","anterior head development",7,0,1,1
"BP","cellular response to thyroid hormone stimulus",12,0,1,1
"BP","cellular response to thyroxine stimulus",2,0,1.0000000000132,1
"BP","ductus arteriosus closure",5,0,1.00000000000339,1
"BP","plasma membrane selenite transport",1,0,1.00000000001789,1
"BP","vascular associated smooth muscle cell development",12,0,1,1
"BP","amniotic stem cell differentiation",1,0,1.00000000000326,1
"BP","interleukin-17A production",2,0,1.00000000004102,1
"BP","methyl-branched fatty acid metabolic process",4,0,1.00000000000623,1
"BP","synaptic vesicle clustering",17,0,1,1
"BP","craniofacial suture morphogenesis",18,0,1,1
"BP","endothelial tip cell fate specification",2,0,1.00000000004019,1
"BP","endoplasmic reticulum-Golgi intermediate compartment organization",2,0,1.00000000001223,1
"BP","gamma-aminobutyric acid receptor clustering",6,0,1.00000000003386,1
"BP","AMPA glutamate receptor clustering",10,0,1,1
"BP","NMDA glutamate receptor clustering",5,0,1.00000000001616,1
"BP","neurexin clustering involved in presynaptic membrane assembly",1,0,0.999999999964912,1
"BP","guanylate kinase-associated protein clustering",2,0,1.00000000003849,1
"BP","neuronal stem cell population maintenance",24,0,1,1
"BP","fasciculation of sensory neuron axon",3,0,1.00000000004961,1
"BP","fasciculation of motor neuron axon",2,0,1.0000000000063,1
"BP","ammonium ion metabolic process",3,0,1.00000000000257,1
"BP","lens epithelial cell proliferation",2,0,1.00000000002583,1
"BP","circadian regulation of translation",2,0,1.00000000000978,1
"BP","mesenchymal stem cell proliferation",12,0,1,1
"BP","epoxide metabolic process",5,0,1.0000000000361,1
"BP","response to azide",1,0,0.999999999995302,1
"BP","dentinogenesis",8,0,1,1
"BP","dentin mineralization",1,0,0.999999999990896,1
"BP","pilomotor reflex",3,0,1.00000000001536,1
"BP","renal filtration",30,0,1,1
"BP","cellular response to gonadotropin-releasing hormone",6,0,1.00000000001878,1
"BP","lysosomal membrane organization",15,0,1,1
"BP","regulation of lysosomal membrane permeability",2,0,1.00000000005313,1
"BP","positive regulation of lysosomal membrane permeability",1,0,1.00000000001714,1
"BP","hematopoietic stem cell migration to bone marrow",4,0,0.999999999981716,1
"BP","mitochondrial respirasome assembly",12,0,1,1
"BP","oligodendrocyte apoptotic process",4,0,0.999999999998521,1
"BP","self proteolysis",11,0,1,1
"BP","omega-hydroxylase P450 pathway",11,0,1,1
"BP","ammonium homeostasis",7,0,1,1
"BP","intracellular ammonium homeostasis",1,0,0.999999999974123,1
"BP","histamine secretion mediated by IgE immunoglobulin",1,0,1.00000000002382,1
"BP","histamine secretion mediated by immunoglobulin",1,0,1.00000000002382,1
"BP","immune complex formation",1,0,1.00000000001995,1
"BP","keratinocyte apoptotic process",7,0,1,1
"BP","renal phosphate ion absorption",1,0,0.999999999955929,1
"BP","XMP metabolic process",8,0,1,1
"BP","XMP biosynthetic process",8,0,1,1
"BP","'de novo' XMP biosynthetic process",8,0,1,1
"BP","regulation of nucleus size",1,0,0.999999999952696,1
"BP","apoptosome assembly",2,0,1.00000000003058,1
"BP","plasma membrane tubulation",19,0,1,1
"BP","B cell adhesion",2,0,1.00000000005083,1
"BP","melanocyte migration",3,0,1.00000000002465,1
"BP","melanocyte proliferation",5,0,1.00000000001602,1
"BP","melanocyte adhesion",1,0,1.00000000000075,1
"BP","zymogen inhibition",1,0,1.0000000000089,1
"BP","ripoptosome assembly",3,0,1.00000000002622,1
"BP","mitochondrial outer membrane permeabilization",32,0,1,1
"BP","prenylation",11,0,1,1
"BP","protein localization to heterochromatin",3,0,1.00000000001667,1
"BP","UDP-glucosylation",2,0,1.00000000002356,1
"BP","chorionic trophoblast cell proliferation",5,0,1.00000000002984,1
"BP","interneuron axon guidance",4,0,1.00000000002104,1
"BP","spinal cord interneuron axon guidance",3,0,0.999999999994484,1
"BP","dorsal spinal cord interneuron axon guidance",2,0,1.00000000004438,1
"BP","dorsal spinal cord interneuron posterior axon guidance",1,0,0.999999999992804,1
"BP","dorsal spinal cord interneuron anterior axon guidance",1,0,0.999999999963483,1
"BP","neuroblast migration",6,0,1.00000000005194,1
"BP","cellular response to raffinose",2,0,1.00000000002827,1
"BP","hippocampal interneuron differentiation",1,0,1.00000000001871,1
"BP","ubiquitin-dependent glycoprotein ERAD pathway",3,0,1.00000000000624,1
"BP","retinal rod cell apoptotic process",2,0,1.00000000007508,1
"BP","retinal cone cell apoptotic process",2,0,1.000000000028,1
"BP","spinal cord motor neuron migration",4,0,0.99999999996624,1
"BP","lateral motor column neuron migration",3,0,1.0000000000287,1
"BP","sympathetic neuron axon guidance",4,0,1.00000000000207,1
"BP","regulation of vesicle size",18,0,1,1
"BP","blood vessel endothelial cell delamination",1,0,0.99999999998937,1
"BP","protein localization to non-motile cilium",15,0,1,1
"BP","receptor localization to non-motile cilium",5,0,1.00000000002277,1
"BP","sialylation",10,0,1,1
"BP","base-excision repair, AP site formation via deaminated base removal",5,0,0.999999999998411,1
"BP","necroptotic signaling pathway",9,0,1,1
"BP","execution phase of necroptosis",3,0,1.00000000001023,1
"BP","mast cell migration",15,0,1,1
"BP","stress response to acid chemical",3,0,1.00000000003296,1
"BP","cellular stress response to acid chemical",3,0,1.00000000003296,1
"BP","lymphoid lineage cell migration",2,0,0.999999999995615,1
"BP","lymphoid lineage cell migration into thymus",2,0,0.999999999995615,1
"BP","thymus epithelium morphogenesis",2,0,1.00000000005446,1
"BP","mitochondrial double-strand break repair",1,0,0.999999999982541,1
"BP","mitochondrial double-strand break repair via homologous recombination",1,0,0.999999999982541,1
"BP","vacuole fusion",13,0,1,1
"BP","retina blood vessel maintenance",2,0,1.0000000000373,1
"BP","L-arginine import across plasma membrane",5,0,1.0000000000062,1
"BP","L-lysine import across plasma membrane",1,0,0.999999999982897,1
"BP","L-ornithine import across plasma membrane",1,0,0.999999999982897,1
"BP","double-strand break repair via classical nonhomologous end joining",11,0,1,1
"BP","glutamate receptor clustering",10,0,1,1
"BP","establishment of RNA localization to telomere",3,0,0.999999999985022,1
"BP","establishment of protein-containing complex localization to telomere",3,0,0.999999999985022,1
"BP","telomere maintenance via base-excision repair",1,0,1.00000000001952,1
"BP","vascular endothelial cell response to fluid shear stress",15,0,1,1
"BP","vascular endothelial cell response to laminar fluid shear stress",9,0,1,1
"BP","response to oscillatory fluid shear stress",5,0,1.00000000000347,1
"BP","cellular response to oscillatory fluid shear stress",5,0,1.00000000000347,1
"BP","vascular endothelial cell response to oscillatory fluid shear stress",5,0,1.00000000000347,1
"BP","ferroptosis",18,0,1,1
"BP","ciliary basal body-plasma membrane docking",2,0,1.00000000005658,1
"BP","neural tissue regeneration",3,0,1.00000000000161,1
"BP","renal urate salt excretion",3,0,1.0000000000231,1
"BP","mitochondrial tRNA 5'-end processing",3,0,1.00000000002051,1
"BP","membrane tubulation",6,0,1.00000000003559,1
"BP","endosome membrane tubulation",3,0,1.00000000000589,1
"BP","regulation of DNA stability",4,0,1.00000000001701,1
"BP","membrane bending",3,0,0.999999999995458,1
"BP","non-replicative DNA transposition",1,0,1.00000000001342,1
"BP","endothelial to hematopoietic transition",3,0,1.00000000003518,1
"BP","neuromuscular junction development, skeletal muscle fiber",1,0,0.999999999943778,1
"BP","positive regulation of strand invasion",1,0,0.999999999994936,1
"BP","maintenance of protein complex location",2,0,1.00000000003951,1
"BP","learned vocalization behavior",3,0,1.00000000000369,1
"BP","trans-Golgi network membrane organization",2,0,1.00000000003431,1
"BP","inorganic anion import across plasma membrane",2,0,1.00000000002038,1
"BP","entry receptor-mediated virion attachment to host cell",3,0,0.999999999984073,1
"BP","regulation of synaptic vesicle cycle",15,0,1,1
"BP","regulation of synaptic vesicle budding from presynaptic endocytic zone membrane",1,0,1.00000000005124,1
"BP","neurotransmitter loading into synaptic vesicle",7,0,1,1
"BP","carbohydrate import across plasma membrane",6,0,0.999999999992042,1
"BP","copper ion import across plasma membrane",1,0,1.00000000001507,1
"BP","D-glucose import across plasma membrane",5,0,1.00000000004587,1
"BP","iron ion import across plasma membrane",6,0,1.00000000002228,1
"BP","serine import across plasma membrane",3,0,1.00000000001391,1
"BP","symmetric cell division",1,0,1.00000000000947,1
"BP","macromolecule depalmitoylation",14,0,1,1
"BP","protein insertion into plasma membrane",1,0,0.999999999989449,1
"BP","fast, calcium ion-dependent exocytosis of neurotransmitter",1,0,0.999999999950196,1
"BP","cerebellar neuron development",3,0,1.00000000003948,1
"BP","response to interleukin-21",1,0,1.00000000000232,1
"BP","cellular response to interleukin-21",1,0,1.00000000000232,1
"BP","response to interleukin-8",3,0,0.999999999976496,1
"BP","cellular response to interleukin-8",3,0,0.999999999976496,1
"BP","response to mitochondrial depolarisation",6,0,1.00000000004777,1
"BP","biofilm matrix organization",1,0,0.999999999961887,1
"BP","biofilm matrix disassembly",1,0,0.999999999961887,1
"BP","global gene silencing by mRNA cleavage",3,0,0.999999999988429,1
"BP","spontaneous synaptic transmission",13,0,1,1
"BP","mini excitatory postsynaptic potential",2,0,1.00000000004919,1
"BP","evoked excitatory postsynaptic potential",1,0,1.00000000003924,1
"BP","intestinal folate absorption",2,0,1.00000000000863,1
"BP","folate transmembrane transport",4,0,1.00000000003281,1
"BP","cellular detoxification of cadmium ion",3,0,1.00000000003029,1
"BP","intestinal lipid absorption",24,0,1,1
"BP","intramembranous bone growth",1,0,1.00000000000977,1
"BP","spike train",1,0,1.00000000000978,1
"BP","neurotransmitter receptor transport to plasma membrane",16,0,1,1
"BP","neurotransmitter receptor transport, endosome to postsynaptic membrane",11,0,1,1
"BP","regulation of membrane repolarization during action potential",12,0,1,1
"BP","regulation of bundle of His cell action potential",2,0,1.00000000002073,1
"BP","regulation of Purkinje myocyte action potential",1,0,0.999999999990157,1
"BP","regulation of cardiac muscle cell action potential involved in regulation of contraction",8,0,1,1
"BP","membrane repolarization during atrial cardiac muscle cell action potential",7,0,1,1
"BP","membrane repolarization during ventricular cardiac muscle cell action potential",19,0,1,1
"BP","retrograde trans-synaptic signaling by lipid",5,0,1.00000000003305,1
"BP","retrograde trans-synaptic signaling by endocannabinoid",5,0,1.00000000003305,1
"BP","retrograde trans-synaptic signaling by soluble gas",1,0,0.999999999952756,1
"BP","retrograde trans-synaptic signaling by nitric oxide",1,0,0.999999999952756,1
"BP","retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission",1,0,0.999999999952756,1
"BP","presynaptic signal transduction",1,0,0.999999999954552,1
"BP","dendritic transport of mitochondrion",2,0,1.0000000000285,1
"BP","receptor diffusion trapping",12,0,1,1
"BP","anterograde axonal transport of mitochondrion",3,0,1.00000000002852,1
"BP","retrograde axonal transport of mitochondrion",3,0,1.00000000002567,1
"BP","dendritic transport of messenger ribonucleoprotein complex",3,0,1.00000000003061,1
"BP","exocytic insertion of neurotransmitter receptor to postsynaptic membrane",3,0,1.00000000001458,1
"BP","neurotransmitter receptor transport postsynaptic membrane to endosome",2,0,1.0000000000249,1
"BP","neurotransmitter receptor transport to postsynaptic membrane",15,0,1,1
"BP","postsynaptic neurotransmitter receptor diffusion trapping",11,0,1,1
"BP","postsynaptic actin cytoskeleton organization",16,0,1,1
"BP","excitatory chemical synaptic transmission",13,0,1,1
"BP","inhibitory chemical synaptic transmission",3,0,1.00000000004507,1
"BP","regulation of modification of synapse structure, modulating synaptic transmission",2,0,0.999999999992803,1
"BP","NMDA selective glutamate receptor signaling pathway",7,0,1,1
"BP","AMPA selective glutamate receptor signaling pathway",5,0,0.999999999997237,1
"BP","neuronal dense core vesicle exocytosis",8,0,1,1
"BP","maintenance of protein localization at cell tip",1,0,1.00000000000444,1
"BP","vesicle tethering to Golgi",5,0,1.00000000002122,1
"BP","vesicle tethering to endoplasmic reticulum",2,0,1.00000000004788,1
"BP","clearance of foreign intracellular nucleic acids",6,0,1.0000000000474,1
"BP","clathrin coat assembly involved in endocytosis",1,0,1.00000000000635,1
"BP","vesicle scission",2,0,1.00000000003885,1
"BP","mitochondrion to lysosome vesicle-mediated transport",3,0,1.00000000002218,1
"BP","mitochondrion-derived vesicle mediated transport",3,0,1.00000000002218,1
"BP","retrograde trans-synaptic signaling by neuropeptide",1,0,0.999999999982534,1
"BP","axonal transport of messenger ribonucleoprotein complex",1,0,0.999999999963355,1
"BP","calcium export from the mitochondrion",3,0,1.0000000000225,1
"BP","somato-dendritic dopamine secretion",1,0,0.999999999986458,1
"BP","presynaptic actin cytoskeleton organization",6,0,0.999999999987388,1
"BP","regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane",1,0,1.00000000003522,1
"BP","regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane",2,0,0.99999999999376,1
"BP","regulation of recycling endosome localization within postsynapse",1,0,0.999999999995818,1
